destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,bwd_packet_length_mean,flow_bytes_s,flow_packets_s,flow_iat_mean,fwd_iat_mean,bwd_iat_mean,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,down_up_ratio,average_packet_size,active_mean,idle_mean,label
53,39383.10051535588,6,7,1860,5817,1010,42,420.791046312072,254.34231967485658,357017.5122348834,11.75299685401536,47.659401003161115,5.224236793692507,1243.8457556582782,120,140,5.87649842700768,5.87649842700768,40,1500,471.30163300535526,154.1413664701656,1,0,0,1,0,0.9557472041525602,471.30163300535526,940.3118009277517,2135.532814185212,Benign
53,4287.39176532009,1,13,605,1144,961,53,453.48725033684605,750.5842554555072,486965.00575477624,39.21650694976175,1673.7427404475266,429.191773302779,960.192956580007,20,260,19.608253474880875,19.608253474880875,40,1500,388.5599722179861,264.7059153987966,0,0,1,1,0,0.8151753251743743,388.5599722179861,146.96040590381153,4585.390994327394,Benign
3000,27082.58390751879,6,9,3648,11043,1331,56,460.76459232035205,541.6645821854831,463783.99540489836,265.285780438185,668.6466606612394,1036.2361601119624,1402.4416102913287,120,180,132.6428902190925,132.6428902190925,40,1500,269.4741938065704,337.3886847095306,0,0,0,1,0,1.1144730676792851,269.4741938065704,376.9499716862721,501.8374754752697,Benign
53,67746.31637019858,19,7,10013,8568,1172,53,428.1446998480342,772.9798059338522,183760.24999323863,304.758768126056,932.209128376373,545.0041557161633,2818.027267194322,380,140,152.379384063028,152.379384063028,40,1500,527.0984245009764,212.6744720781253,1,0,1,1,0,0.8713593007714324,527.0984245009764,513.069422863438,4070.0836775996504,Benign
53,2644.9121869654346,3,10,2757,12770,1244,50,736.066079225759,335.9068876329843,66097.36263914556,488.0464346086649,2027.410643131926,2684.563040121024,2609.836694966414,60,200,244.02321730433246,244.02321730433246,40,1500,552.0964356219234,276.2406078330299,1,0,0,1,0,1.0982012341411092,552.0964356219234,505.3320333358803,3238.545373951149,Benign
80,174191.8639674844,19,17,18411,14994,850,57,361.5622545831246,613.4127604170094,305479.1095420843,85.44732357447624,1578.5083306510091,1845.6735215832298,325.0964671450539,380,340,42.72366178723812,42.72366178723812,40,1500,387.6330967390493,378.2957529108239,1,0,1,1,0,0.8328932886042403,387.6330967390493,418.2640809025757,2796.509360384135,Benign
22,16160.994948401589,3,4,3303,3088,999,50,708.1535597305442,463.47194750912763,149013.81005512518,445.82891159232184,7361.778781589423,1331.6818013665186,5523.880273649709,60,80,222.91445579616092,222.91445579616092,40,1500,628.9780805712414,306.7110952027387,0,0,1,1,0,0.8576542655957581,628.9780805712414,822.7500147651232,4655.295154436,Benign
22,95960.6821966311,2,8,2012,7696,972,53,485.5890142095322,895.6411719375521,364722.1657595842,476.720737212819,1801.62527350968,2798.429180841636,2021.1178766980188,40,160,238.3603686064095,238.3603686064095,40,1500,498.4534347443424,138.12595867140953,0,0,0,1,0,1.0095972669858668,498.4534347443424,505.0578002704087,2626.252324152441,Benign
80,182.35567112359823,2715,2,255210,80,115,40,56.95824717853048,14.42131671406591,40126302.21659174,54783.57863742076,5.763788188019087,8.544834233980463,0.0,54300,40,54235.742851046554,547.8357863742076,40,120,68.20748536953755,6.983172842304495,1,1,0,0,0,0.02177180644510178,68.20748536953755,0.0,0.0,Denial of Service (DoS)
80,19881.263609355778,19,16,15200,2976,980,58,351.4004026479366,490.28868281358973,42088.73938526413,307.1976748547615,109.5137557009276,2168.8052100851023,2021.9884751536986,380,320,153.59883742738074,153.59883742738074,40,1500,546.8433157295012,99.40811161896039,0,0,1,1,0,1.0400561932853707,546.8433157295012,710.9296367478834,1519.035628681838,Benign
443,37705.57930318979,13,8,4134,8976,945,56,329.1323871598273,246.15022255023763,266379.9318945918,40.441627652846904,1454.818604002181,1524.1840507057357,2561.566352055356,260,160,20.220813826423452,20.220813826423452,40,1500,615.7153637220744,73.51914976333082,0,0,1,1,0,0.8668529669254351,615.7153637220744,698.4804678148873,3901.29665460239,Benign
80,34173.357042758646,9,12,6741,11556,1184,47,559.4712108920648,894.4885299465933,45717.248273665995,72.01544688831194,1752.3953262468006,2400.8087431467197,707.5367669758122,180,240,36.00772344415597,36.00772344415597,40,1500,664.1462644925177,353.6450506059385,0,0,1,1,0,1.1413922666105958,664.1462644925177,398.15494458477497,1511.9180305621344,Benign
3000,28016.880187915587,17,9,8160,8334,920,45,695.1809374056288,246.48729426091296,86259.23949384593,162.44913357222723,386.69137029216637,1290.294932930801,1171.035274372911,340,180,81.22456678611361,81.22456678611361,40,1500,521.4833557063789,123.94230630806878,0,0,1,1,0,0.9871941464415768,521.4833557063789,127.29253309507837,3247.552467509619,Benign
53,35756.26587982516,14,2,11760,1798,722,57,270.7160652078621,870.7758205627523,46414.89163437597,123.20770759405913,47.69969813456134,1465.3962529733205,2278.9362574295747,280,40,61.603853797029565,61.603853797029565,40,1500,482.14620318038726,374.9827262648504,1,0,1,1,0,1.1381676806803078,482.14620318038726,296.80020505183893,1771.328606638129,Benign
8080,15941.455422600215,11,14,12221,3318,583,40,427.30847891033295,826.0681534602991,5920.503440232595,342.15562186829527,648.4798778330202,210.71958890144273,464.59902580067103,220,280,171.07781093414764,171.07781093414764,40,1500,346.21752852007205,357.2412587615428,0,0,1,1,0,1.0374750477348083,346.21752852007205,639.6171246023561,2477.7784518796498,Benign
8080,60330.0266143045,4,2,2436,1758,1440,49,325.03020740529524,662.9127736008068,455716.81976530974,207.84073913438982,232.87736278728102,1255.4980065134978,2459.272678265504,80,40,103.92036956719491,103.92036956719491,40,1500,686.407220729619,354.0650306878055,1,0,1,1,0,0.8560258237435746,686.407220729619,348.2746153631915,1947.7458224076122,Benign
80,14077.992683338709,8,24,7200,12000,1100,100,900.0,500.0,22107.294306026608,12.775534334710844,243.05621983556455,216.29754635626955,345.9083812625049,160,480,6.387767167355422,6.387767167355422,60,1100,700.0,470.8328143293635,1,0,1,1,0,1.0,700.0,50.0,200.0,Web Attack - XSS
4444,29845.596199334763,26,73,7800,29200,500,40,300.0,400.0,26992.907103977937,12.0031711276365,2043.2276901315443,1512.8941800423522,1260.9194585738774,520,1460,6.00158556381825,6.00158556381825,40,600,350.0,120.0,1,0,1,1,0,1.1,350.0,100.0,2000.0,Botnet
443,1883.7345991513748,3820,0,355260,0,86,40,68.69054101431709,30.584749360544734,9227256.633502353,44856.26623003762,4.902047776464055,2.6373023067166157,0.0,76400,0,44407.70356773724,448.5626623003762,40,120,58.49889511247007,9.361879163327712,1,1,0,0,0,0.023514423835158796,58.49889511247007,0.0,0.0,Denial of Service (DoS)
80,245345.40483717097,5,2,3950,576,1274,44,560.0086864883813,326.5729353016765,270930.2376424585,144.57761450555927,1311.6950743716409,2144.329426275011,1505.522497303353,100,40,72.28880725277963,72.28880725277963,40,1500,674.6587080756673,229.36614644183095,1,0,1,1,0,1.0605956614118452,674.6587080756673,259.03921012051467,348.78506156005074,Benign
3000,5323.297468017495,16,9,1056,9207,1360,56,308.9047769728973,209.78719907995531,386130.92877063906,438.76692031017666,952.3395077457419,250.20150241204266,403.03394256414634,320,180,219.38346015508833,219.38346015508833,40,1500,509.35235328722615,384.0210830681553,0,0,1,1,0,0.9757792893171682,509.35235328722615,297.8473483600218,2279.579685110569,Benign
80,93875.09751044035,10,2,6540,568,1256,51,219.47608505736585,721.1897999732055,67542.65137005312,75.1693076665732,22.620458841419275,61.30929685368035,367.301165339044,200,40,37.5846538332866,37.5846538332866,40,1500,242.2535681170241,179.10768208074646,1,0,1,1,0,1.0911336650317487,242.2535681170241,93.9099648310301,3296.8759370974644,Benign
22,69365.3182068919,18,18,10926,23994,705,43,547.0894158385154,456.04006327411537,474851.4713697822,171.24793427611567,99.67748656312175,6911.999793544976,374.1155163593168,360,360,85.62396713805784,85.62396713805784,40,1500,753.3176016547449,107.93927818808055,1,0,1,1,0,1.1923626233160518,753.3176016547449,552.8303560923995,125.07575945427062,Benign
443,70742.73114594184,11,18,9856,14760,1395,50,287.06644128896306,544.4547305749522,197578.18808060174,309.54551965600984,45.49664201604063,1673.78636525408,98.92275843874452,220,360,154.77275982800492,154.77275982800492,40,1500,626.7064863946072,56.46002893898048,1,0,0,1,0,1.0061989903907962,626.7064863946072,261.49290372761936,3613.2360103053425,Benign
443,40895.66596238551,16,1,15232,837,1293,53,499.18010386416734,231.54170734380784,93830.99662426804,467.92312100418957,3765.081039493782,1615.3348432046016,348.74374095227273,320,20,233.96156050209478,233.96156050209478,40,1500,369.3363395333798,276.0266252282755,0,0,1,1,0,0.8899251598040738,369.3363395333798,999.6356254254438,2478.668976512302,Benign
8080,28531.294510429867,12,3,8724,2439,1282,54,683.8131684761538,314.90341839130144,221812.23118328524,251.97961091944245,374.1400976076228,788.7705319242923,458.47158218912364,240,60,125.98980545972123,125.98980545972123,40,1500,434.48603428588603,284.2659125459586,1,0,0,1,0,1.15899315391817,434.48603428588603,862.7885456713906,2545.416533449758,Benign
22,4050.4259794332365,88,59,13200,7080,250,40,150.0,120.0,69604.73806224695,76.00597351362623,23.63506158335746,26.33949555529093,23.948112433719135,1760,1180,38.002986756813115,38.002986756813115,40,250,135.0,30.0,1,1,1,1,0,1.0,135.0,18.725625336404324,240.48680785539523,Brute Force
3000,37394.29236232781,11,10,5874,7180,746,41,238.34679256948465,316.19612247258766,151175.1859293825,274.2958658337901,1498.7506410883975,464.9867617225785,528.7806784985611,220,200,137.14793291689506,137.14793291689506,40,1500,366.4980753629368,139.11326525335704,1,0,1,1,0,0.8623604974159788,366.4980753629368,722.2485780842599,3610.105716800145,Benign
443,34165.16652738383,18,19,10278,3059,1148,55,593.1032859067516,555.0427557374728,172164.7227737977,100.28224250227237,112.5502878300209,4177.871862497092,267.2453402139053,360,380,50.141121251136184,50.141121251136184,40,1500,238.9185073689007,386.58337026387375,1,0,1,1,0,0.8175063388793274,238.9185073689007,566.9458574796546,1991.0498205899758,Benign
53,2059.1692657297335,8,1,7224,673,740,58,530.0232445991624,268.01527737617585,67032.94750392559,341.72980662923504,1124.0735601425474,4641.802245138466,1493.5578915410554,160,20,170.86490331461752,170.86490331461752,40,1500,520.6082723567408,350.0647382367435,0,0,1,1,0,0.9148436443710279,520.6082723567408,104.63780692762559,3817.5104236018315,Benign
53,84218.41896976496,2,17,486,17408,1451,56,459.46841576312823,771.7373011907083,98947.31287139497,110.47699577522953,1037.7794199173381,2244.9898880025853,766.8405118127392,40,340,55.23849788761476,55.23849788761476,40,1500,672.520014676515,399.76547252257996,1,0,1,1,0,1.0958345958712994,672.520014676515,247.61888719890567,4167.698157718869,Benign
22,5380.90956357158,4,13,2152,14053,1104,42,432.374704205198,620.1417829648065,257312.68323884346,350.32556727826426,57.08259066885621,401.7965273866596,2052.639558020687,80,260,175.16278363913213,175.16278363913213,40,1500,251.93089706438457,349.42008414358514,0,0,1,1,0,0.9443153604314907,251.93089706438457,612.2090632572158,764.4355782399908,Benign
80,34222.03649573501,18,19,20412,26144,1414,54,553.2556781390058,752.90767516582,328463.70673093095,308.29157931348095,530.6576982215506,770.5079285463341,642.3896063592604,360,380,154.14578965674048,154.14578965674048,40,1500,747.407919539899,130.50015839193995,0,0,1,1,0,0.8809848734555326,747.407919539899,890.1151363098094,4295.23164853328,Benign
53,36780.73909371659,19,59,5700,23600,500,40,300.0,400.0,33935.58410831448,9.83734838380781,2927.4429789728674,2196.328526825162,525.1841549830787,380,1180,4.918674191903905,4.918674191903905,40,600,350.0,120.0,1,0,1,1,0,1.1,350.0,100.0,2000.0,Botnet
443,3775.7363783627366,3082,1,221904,40,97,40,49.203436336800074,10.239230353719888,2568884.612653097,33188.15790000889,5.8877578882422,4.2663495450280156,0.0,61640,20,32856.2763210088,331.8815790000889,40,120,73.92394123018883,5.841202538955063,1,1,0,0,0,0.042915472025352404,73.92394123018883,0.0,0.0,Denial of Service (DoS)
80,10090.099633905436,18,13,27000,6500,1700,100,1500.0,500.0,37993.75345512855,19.400494516117853,235.7975660239771,372.06341870355146,123.25351641073144,360,260,9.700247258058926,9.700247258058926,60,1700,1000.0,478.7349058073977,1,0,1,1,0,1.0,1000.0,50.0,200.0,Web Attack - SQLi
21,9835.16055343344,50,81,7500,9720,250,40,150.0,120.0,165731.96859685663,83.51188173944377,13.233872065730159,44.99733297402595,44.350050367635674,1000,1620,41.75594086972188,41.75594086972188,40,250,135.0,30.0,1,0,1,1,0,1.0,135.0,73.21565282863841,322.82637307356686,Brute Force
53,54187.80265397588,13,19,8814,9823,979,57,546.1457211936508,660.2459609894594,98115.00790795802,201.45154670476583,2929.267664366931,339.81853129271065,1324.4488234121357,260,380,100.72577335238292,100.72577335238292,40,1500,681.097105903434,206.84504481280584,1,0,1,1,0,0.9831698319443591,681.097105903434,569.335201776094,3463.0672171255032,Benign
80,9294.556643240663,16,12,24000,6000,1700,100,1500.0,500.0,91548.77046794047,10.882693245527358,328.54558786766285,201.49167978284697,420.5488999501837,320,240,5.441346622763679,5.441346622763679,60,1700,1000.0,221.07119176084433,1,0,1,1,0,1.0,1000.0,50.0,200.0,Web Attack - SQLi
80,9715.32284190792,9,7,9414,5012,582,46,538.4509530131751,573.1213930417789,69811.51204343665,299.7090238178009,378.0235316036423,64.52249027577464,3563.0523194242974,180,140,149.85451190890046,149.85451190890046,40,1500,616.9687398917871,356.92162615479646,1,0,1,1,0,1.0050752289315246,616.9687398917871,675.7467603471771,4801.261626007188,Benign
443,98639.00346849608,10,13,1900,14469,714,43,744.1236990914316,539.1309663232348,230703.1654041386,287.5686369300208,161.79512888256517,759.9672189724569,2134.3315310038074,200,260,143.7843184650104,143.7843184650104,40,1500,210.06359843938498,145.52100611352995,0,0,1,1,0,1.0913262041974938,210.06359843938498,798.7718291146285,4725.948805635033,Benign
3000,49874.58411448288,12,12,7236,6612,1330,48,421.0247045508404,699.1197416023676,21098.803204958545,199.3436252969848,521.4199322016108,219.03295115450575,28.027348386334886,240,240,99.6718126484924,99.6718126484924,40,1500,286.69780381453285,279.1175235289693,1,0,1,1,0,0.9385454012433977,286.69780381453285,599.3792222611017,4685.72483407561,Benign
8080,23383.026254348286,17,7,8568,2709,1241,54,220.04180394646067,263.75909041603603,25514.32005203431,174.02433058168748,711.8999001891663,912.0363212185624,373.82354687680424,340,140,87.01216529084374,87.01216529084374,40,1500,792.5379762641782,178.8919764551696,0,0,1,1,0,1.0124437690176622,792.5379762641782,408.22182258823204,1369.2125954962958,Benign
3000,12327.503828083461,12,3,8700,3984,1257,43,482.1409757655688,738.6056631207674,53515.70714074854,386.78572890810403,1166.7646993893861,1624.1782386708364,1591.2256457675494,240,60,193.39286445405202,193.39286445405202,40,1500,505.88468027115937,123.99006459631501,1,0,1,1,0,1.0354102725573455,505.88468027115937,11.04714521277761,298.5545243819532,Benign
53,16010.338873350645,6,6,3132,1476,1168,42,580.4462367251393,216.87828752847847,448984.0251820748,264.52707860167175,628.8791447578432,2365.5801814268693,3671.086280711323,120,120,132.26353930083587,132.26353930083587,40,1500,475.2264005704426,110.35437775263075,1,0,1,1,0,1.1742182158047063,475.2264005704426,949.898983830983,574.1451586068474,Benign
47253,11.03527472201918,1,0,0,0,0,0,0.0,0.0,0.0,433.95826132317825,6.708051989322533,0.0,0.0,20,0,433.95826132317825,0.0,0,0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,PortScan
8080,109959.15224765972,6,9,6834,6633,1089,45,446.3099842175303,806.2901266046214,371467.8354238277,474.99807583280153,2815.4443383429507,578.1536822588184,710.8469831753309,120,180,237.49903791640077,237.49903791640077,40,1500,366.390219964006,281.2267611984987,0,0,1,1,0,0.8486203042923642,366.390219964006,116.40285116574589,1022.2769070969845,Benign
3000,1121.2345644312663,17,2,19856,2470,998,46,687.3776332540886,313.4156914551078,370022.692699345,222.4371103471062,273.9039389920194,1165.481263420084,235.92474675250972,340,40,111.2185551735531,111.2185551735531,40,1500,691.9743449744731,66.66532964969309,1,0,0,1,0,1.031779367699476,691.9743449744731,902.1942901223786,59.52234423925174,Benign
443,20056.45219483436,14,17,15596,19975,962,54,573.4913232237378,347.37740278649005,170031.89021378744,285.2238807886591,899.2192285588558,558.8598293575876,394.2935596706312,280,340,142.61194039432954,142.61194039432954,40,1500,377.9054091675873,111.14477299731445,0,0,0,1,0,1.0535261624919778,377.9054091675873,569.0669982420897,1912.9441183546003,Benign
22,4851.925703453735,9,12,3087,2052,920,47,276.93796838226444,385.626612591226,417787.5283212632,170.2748379408029,669.5481535596243,3399.1190761704684,309.2029433034776,180,240,85.13741897040146,85.13741897040146,40,1500,453.25691128270677,262.26022144024097,1,0,1,1,0,1.166189195029406,453.25691128270677,776.640074372623,1141.6541829665523,Benign
80,4566.425108019204,4905,4,250155,160,79,40,41.53733571205454,11.002177907220014,41908233.985253386,32919.55790393509,0.6633246569264535,0.619672621134996,0.0,98100,80,32590.36232489574,329.19557903935095,40,120,54.95979808293028,18.977385845924296,1,0,0,0,0,0.02135788403505219,54.95979808293028,0.0,0.0,Denial of Service (DoS)
443,72476.13556642857,6,8,6708,10104,902,45,360.23656414361614,508.1009445765558,398190.6485325983,308.7498489932789,117.19284681153658,1185.7718758596463,248.05457406357436,120,160,154.37492449663944,154.37492449663944,40,1500,531.6403571509627,235.18614368115345,1,0,1,1,0,0.9117769688943577,531.6403571509627,230.96634821603158,4371.2593834216805,Benign
53,27167.669320802597,47,52,14100,20800,500,40,300.0,400.0,48323.99063409467,7.6133370463616625,1366.2522184143627,1989.201589557788,2927.4383246501507,940,1040,3.8066685231808313,3.8066685231808313,40,600,350.0,120.0,1,0,1,1,0,1.1,350.0,100.0,2000.0,Infiltration
80,4495.488729628354,3307,4,132280,160,84,40,55.073422440646624,35.831954300353665,14457207.111032164,30942.737780525244,3.0959606223106984,6.16190250998453,0.0,66140,80,30633.31040271999,309.42737780525243,40,120,55.34164714650238,15.901022545300139,1,1,0,0,0,0.033709968747143035,55.34164714650238,0.0,0.0,Denial of Service (DoS)
3000,50702.9683820906,16,7,4448,7532,621,55,538.0302443996993,279.63372373645626,70249.16617220275,157.01493549179335,330.8025532529356,1112.3352897343025,2036.2538142086678,320,140,78.50746774589668,78.50746774589668,40,1500,694.87727653188,141.86955915076686,0,0,1,1,0,0.8032944966367841,694.87727653188,879.7205330602158,998.6425956120248,Benign
53,21050.872747628175,15,19,10515,11476,712,41,532.2985495206941,711.4948190540204,22125.138005343553,15.487659575295018,612.6127889942388,169.6504244370629,1310.0031856051255,300,380,7.743829787647509,7.743829787647509,40,1500,339.1340965478322,201.49788737848485,0,0,1,1,0,0.8464213837538276,339.1340965478322,23.106852787480257,255.65819053348594,Benign
443,4730.528336742538,1487,4,92194,160,91,40,69.46743503477461,11.892708380481878,3869572.815503439,18542.844427819302,8.399111758307557,7.3390168179631825,0.0,29740,80,18357.41598354111,185.428444278193,40,120,63.25171955617972,6.959732475449725,1,1,0,0,0,0.03860761657465578,63.25171955617972,0.0,0.0,Denial of Service (DoS)
80,43364.73674646735,5,9,1360,9873,742,42,659.6730508070782,247.8433327327838,413372.98809857207,138.3453299756322,1167.4861532030925,3087.53118261232,498.30407336583016,100,180,69.1726649878161,69.1726649878161,40,1500,526.8811506612724,212.09131188265764,0,0,1,1,0,1.0972007674083792,526.8811506612724,916.8748289238192,4254.013008247564,Benign
53,24249.63524828209,12,11,3012,7480,782,42,462.7584583084225,789.7346267410954,298724.06129147374,364.9846047345761,204.89608136500516,4000.395699940967,621.1796851744438,240,220,182.49230236728806,182.49230236728806,40,1500,624.8630897665239,56.605289106711844,0,0,1,1,0,1.1871877782081017,624.8630897665239,320.05535505547823,185.90367470632418,Benign
443,2201.3863704025284,2530,2,154330,80,62,40,49.7637828997041,29.160536851718746,21563942.31570615,98230.82491098851,3.5599033048502,9.225101463257552,0.0,50600,40,97248.51666187862,982.3082491098851,40,120,72.65368919984778,8.627794205971192,1,1,0,0,0,0.021653725257228258,72.65368919984778,0.0,0.0,Denial of Service (DoS)
53,16019.234027249619,14,14,11466,1694,543,41,455.25871655380735,728.8462599099504,302930.67110520264,347.4283520512662,331.7403407446545,788.0286776327756,54.49309021028117,280,280,173.7141760256331,173.7141760256331,40,1500,731.3960703727785,396.46225678395615,0,0,0,1,0,0.867917055820379,731.3960703727785,652.5268777504189,3060.396591019296,Benign
3000,50373.69748930034,15,3,13410,561,880,52,729.8798373964747,879.386760419571,212861.47881833813,419.0533072977049,54.824780170426166,2257.2914904564504,1191.5156336342723,300,60,209.52665364885246,209.52665364885246,40,1500,517.6590094545413,361.4872967980367,1,0,0,1,0,1.116595352937903,517.6590094545413,99.49093366237261,4113.819677336851,Benign
80,26985.56916530099,7,9,2814,2682,834,49,354.08808861034345,512.383576266929,347699.7103007936,49.01196315044451,902.7537284804181,1068.0938790903774,1383.2845152902191,140,180,24.505981575222254,24.505981575222254,40,1500,440.4532619486781,207.1429209223439,0,0,1,1,0,0.8522443040144531,440.4532619486781,962.9539535753298,3174.1807798960867,Benign
20928,25.29616152409718,1,0,0,0,0,0,0.0,0.0,0.0,937.3811438609,9.009692818720133,0.0,0.0,20,0,937.3811438609,0.0,0,0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,PortScan
8080,5305.455442829968,19,5,20843,390,1078,56,490.52783945587436,782.1480281185317,448118.15429717157,213.16383057427416,17.863043480275365,2374.636911786155,229.79753467347172,380,100,106.58191528713708,106.58191528713708,40,1500,604.2232765287558,58.73981515194592,0,0,1,1,0,0.8402774404415213,604.2232765287558,423.6931519996423,1535.749750949761,Benign
